PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P01095,Chrompet,825,30-12-2012,9,1.0,1.0,3,Partial,Yes,03-01-1998,Commercial,NoSeWa,Paved,RL,4.8,2.7,3.1,3.45,306133,90706,11338250
P02797,Karapakkam,802,24-07-2011,18,1.0,1.0,2,Family,Yes,30-07-1985,Commercial,AllPub,No Access,RH,3.0,4.1,2.4,3.09,266305,187980,7832500
P02338,Anna Nagar,1890,22-10-2011,54,2.0,1.0,5,AbNormal,Yes,01-11-1971,House,NoSewr ,Gravel,RH,3.9,4.6,5.0,4.515,374737,214135,13383450
P09199,Chrompet,1126,28-02-2007,194,1.0,1.0,3,AbNormal,Yes,05-03-1984,House,ELO,Gravel,RH,4.9,2.0,4.5,3.62,250615,139231,9282050
P09794,Velachery,1896,13-07-2005,156,3.0,2.0,5,Partial,Yes,24-07-1961,Others,ELO,Paved,I,3.1,3.5,4.3,3.64,349177,79812,9976480
P04269,Adyar,1279,03-10-2010,190,2.0,2.0,4,AdjLand,No,11-10-1976,House,NoSeWa,Gravel,RH,4.0,3.0,5.0,4.3,362338,137101,9792910
P06460,Chrompet,1081,13-08-2009,115,1.0,1.0,3,Family,No,23-08-1969,House,NoSeWa,Gravel,RM,2.6,4.0,2.1,3.01,268332,71555,8944400
P01017,Chrompet,1148,23-02-2013,82,1.0,1.0,3,AbNormal,Yes,02-03-1985,Others,ELO,Gravel,RM,3.4,2.9,2.0,2.78,321168,177196,11074760
P08636,Chrompet,1100,12-10-2007,142,1.0,1.0,3,Partial,Yes,14-10-1999,House,NoSewr ,No Access,RH,2.4,3.8,2.2,2.9,271392,139808,8224000
P01324,Chrompet,1259,09-08-2012,157,2.0,1.0,4,Adj Land,Yes,18-08-1978,Others,NoSeWa,Gravel,RM,2.9,4.0,3.4,3.49,300438,180263,12017530
P00607,Chrompet,939,01-12-2013,191,1.0,1.0,3,Normal Sale,Yes,09-12-1982,Commercial,AllPub,No Access,RM,3.8,4.9,2.1,3.73,311491,99677,12459650
P09724,Velachery,1952,20-11-2005,88,3.0,2.0,5,Partial,No,01-12-1961,House,ELO,No Access,C,4.0,4.4,2.2,3.64,282651,56530,7066280
P01739,Karapakkam,1252,16-02-2012,37,1.0,1.0,3,AbNormal,Yes,20-02-1995,House,NoSeWa,Gravel,A,3.1,2.9,3.2,3.08,198020,153306,6387750
P00047,Anna Nagar,1669,18-01-2015,26,1.0,1.0,4,Family,Yes,22-01-1999,Commercial,AllPub,Gravel,RM,2.2,4.2,4.6,3.66,544402,293139,20938520
P02691,Karapakkam,1156,16-08-2011,11,1.0,1.0,3,Normal Sale,Yes,21-08-1988,House,AllPub,Paved,RL,5.0,4.8,2.0,3.74,411213,189158,8224250
P05711,Velachery,1620,07-01-2010,170,2.0,1.0,4,Partial,Yes,10-01-1997,Commercial,AllPub,No Access,RH,4.9,4.6,4.3,4.59,446644,153534,13957610
P05934,Karapakkam,1026,25-11-2009,75,1.0,1.0,3,AdjLand,No,29-11-1994,Others,NoSeWa,Gravel,A,2.4,5.0,2.0,3.02,211432,89024,5564000
P05331,Karapakkam,827,15-03-2010,105,1.0,1.0,2,Partial,Yes,16-03-2004,Others,AllPub,No Access,RH,2.4,3.9,3.1,3.13,314635,77054,6421125
P09354,Velachery,1748,07-01-2007,76,2.0,1.0,4,Family,No,19-01-1958,Others,ELO,No Access,RM,4.1,3.7,3.8,3.83,342608,66618,9516880
P09078,T Nagar,1551,14-04-2007,111,1.0,1.0,4,AbNormal,Yes,17-04-1992,Commercial,NoSeWa,No Access,RL,5.0,2.2,4.7,4.165,603994,91514,18302850
P06005,Adyar,1208,12-11-2009,80,2.0,2.0,4,Normal Sale,No,21-11-1975,Others,AllPub,Paved,RL,4.7,2.8,4.6,4.27,317856,10253,10253410
P01504,Chrompet,1224,29-03-2012,153,2.0,1.0,4,Family,No,06-04-1982,House,AllPub,Gravel,RH,3.3,2.4,4.3,3.24,246380,96792,8799300
P09506,Velachery,1890,01-11-2006,66,3.0,2.0,5,Family,Yes,03-11-1999,Commercial,NoSewr ,Paved,I,3.7,4.5,3.4,3.97,491376,206061,15850840
P00709,Chrompet,1282,28-09-2013,170,2.0,1.0,4,AbNormal,No,04-10-1988,Others,NoSewr ,Paved,RH,2.2,2.4,4.9,3.09,269500,157983,9293090
P04407,Karapakkam,1358,07-09-2010,2,2.0,2.0,4,Normal Sale,Yes,17-09-1970,House,NoSewr ,Gravel,C,4.4,3.7,2.8,3.55,342240,171120,7130000
P05575,Adyar,641,01-02-2010,168,1.0,1.0,2,AdjLand,No,05-02-1993,Commercial,NoSewr ,Paved,RL,2.1,2.3,3.0,2.59,348175,89531,9947855
P05854,Anna Nagar,1700,10-12-2009,135,1.0,1.0,4,Normal Sale,Yes,18-12-1977,Others,NoSewr ,No Access,RH,4.3,2.7,2.4,3.14,424219,174679,12477040
P06120,KK Nagar,2396,19-10-2009,109,4.0,2.0,6,Partial,Yes,24-10-1990,House,NoSeWa,Paved,RM,3.8,3.6,4.7,4.1,496399,318205,12728180
P06724,Velachery,1614,12-06-2009,67,2.0,1.0,4,Partial,No,18-06-1986,Commercial,AllPub,No Access,A,4.1,3.8,2.2,3.4,435036,76131,10875910
P09151,Velachery,1798,17-03-2007,74,2.0,1.0,4,AbNormal,No,22-03-1986,Others,AllPub,No Access,A,2.1,4.8,3.2,3.65,247375,108227,7730470
P04022,Karapakkam,1388,23-11-2010,102,2.0,2.0,4,Family,No,28-11-1990,Commercial,NoSewr ,Paved,RM,3.1,4.2,4.3,3.91,544364,130174,11834000
P02860,Karapakkam,1341,10-07-2011,152,2.0,2.0,4,Partial,No,12-07-2001,House,AllPub,Paved,RH,2.6,4.9,2.4,3.21,278109,164013,7131000
P09541,Anna Nagar,1864,19-10-2006,67,2.0,1.0,5,Family,No,29-10-1967,Commercial,NoSewr ,Paved,RM,4.9,2.9,4.5,4.24,620753,310377,20691780
P09046,Anna Nagar,1591,02-05-2007,56,1.0,1.0,4,Partial,No,03-05-2000,Commercial,NoSewr ,Gravel,RM,4.6,3.3,3.0,3.635,728057,191594,19159390
P07033,Chrompet,953,15-03-2009,32,1.0,1.0,3,AdjLand,No,20-03-1991,House,NoSewr ,Gravel,RL,2.3,3.9,3.1,3.18,290436,52807,8801100
P09956,Velachery,1885,12-07-2004,47,3.0,2.0,5,Normal Sale,No,23-07-1961,Others,NoSeWa,Paved,A,3.8,3.6,2.6,3.35,260308,113885,8134610
P03400,Adyar,1288,02-04-2011,45,2.0,2.0,4,AdjLand,No,09-04-1983,House,NoSeWa,Gravel,RH,2.7,3.5,3.6,3.31,334129,117928,9827320
P01991,Adyar,698,01-01-2012,133,1.0,1.0,2,Normal Sale,No,06-01-1992,Others,AllPub,No Access,I,4.6,3.0,2.5,3.23,225849,5943,5943400
P01683,Karapakkam,1072,26-02-2012,67,1.0,1.0,3,Family,Yes,07-03-1972,House,ELO,No Access,RL,4.7,3.0,2.7,3.39,247049,86801,6677000
P05186,Karapakkam,916,13-04-2010,109,1.0,1.0,3,AbNormal,No,18-04-1991,Others,ELO,Gravel,RH,2.1,2.9,4.7,3.38,304739,119246,6624750
P08343,Anna Nagar,1570,07-02-2008,68,1.0,1.0,4,AbNormal,No,15-02-1975,Others,NoSeWa,No Access,RH,4.5,3.0,3.4,3.685,322143,96643,10738110
P06499,Karapakkam,1609,05-08-2009,60,2.0,2.0,4,Family,No,10-08-1989,Commercial,AllPub,Paved,RM,2.8,3.5,3.0,3.09,428241,129770,12977000
P07982,Velachery,1852,01-06-2008,199,3.0,2.0,5,Normal Sale,Yes,05-06-1994,Commercial,ELO,No Access,I,2.7,2.7,2.2,2.55,527284,175761,14646780
P00935,Anna Nagar,1969,20-04-2013,76,2.0,1.0,5,Normal Sale,Yes,25-04-1993,Commercial,NoSeWa,Paved,RM,4.6,4.4,2.1,3.55,893744,183332,22916500
P08190,Anna Nagar,1738,27-03-2008,37,1.0,1.0,4,AbNormal,Yes,30-03-1996,Commercial,AllPub,Paved,RM,2.8,3.0,3.7,3.21,741809,275529,21194540
P07662,Chrompet,1072,08-09-2008,36,1.0,1.0,3,Partial,No,18-09-1971,Commercial,AllPub,Gravel,RH,4.5,2.5,3.7,3.46,370014,47744,11935950
P01383,Chrompet,1057,18-06-2012,143,1.0,1.0,3,AdjLand,Yes,26-06-1983,Commercial,NoSeWa,Gravel,RL,2.0,2.9,4.1,2.99,402379,194252,13875150
P05861,Karapakkam,630,08-12-2009,97,1.0,1.0,2,Normal Sale,No,10-12-2002,Commercial,ELO,No Access,C,3.8,4.8,3.4,3.94,209843,64951,4996250
P03630,Karapakkam,533,11-02-2011,84,1.0,1.0,2,AbNormal,No,17-02-1987,Others,NoSeWa,Paved,A,3.8,2.6,2.6,2.96,126016,33004,3000375
P08059,Chrompet,1198,07-05-2008,73,1.0,1.0,3,Normal Sale,Yes,11-05-1993,Commercial,ELO,Paved,RH,3.0,4.8,2.4,3.54,427058,151537,13776050
P02334,Karapakkam,1305,22-10-2011,140,1.0,1.0,3,AdjLand,No,31-10-1973,Others,NoSeWa,No Access,RH,2.5,2.3,4.1,3.08,323516,125445,6602375
P09011,Anna Nagar,1766,16-05-2007,61,1.0,1.0,4,Family,Yes,23-05-1976,Others,ELO,No Access,RL,4.3,2.1,4.7,3.91,526460,78969,13161500
P00408,Chrompet,829,09-05-2014,173,1.0,1.0,3,AdjLand,Yes,15-05-1990,Commercial,ELO,Paved,RM,2.2,3.7,3.3,3.13,406019,110732,12303600
P04695,Adyar,958,17-07-2010,120,1.0,1.0,3,Family,Yes,19-07-2002,Commercial,ELO,Gravel,A,2.1,4.5,4.9,3.98,437647,33665,11221720
P05951,KK Nagar,2045,22-11-2009,161,3.0,2.0,5,Family,Yes,25-11-1996,Commercial,NoSeWa,Paved,RL,3.1,2.0,4.5,3.33,559590,406974,16957260
P06736,KK Nagar,2038,09-06-2009,155,3.0,2.0,5,Family,Yes,15-06-1987,Commercial,NoSeWa,Gravel,RH,2.7,2.9,2.9,2.84,580763,348458,16593240
P06018,Karapakkam,1596,09-11-2009,165,2.0,2.0,4,Normal Sale,No,19-11-1968,Commercial,NoSeWa,No Access,C,3.4,4.5,2.4,3.33,282143,159881,9404750
P01381,Chrompet,913,21-06-2012,77,1.0,1.0,3,Normal Sale,Yes,30-06-1978,House,ELO,Gravel,RM,3.7,2.5,2.8,2.95,293412,132509,9464900
P02556,KK Nagar,2015,12-09-2011,142,3.0,2.0,5,Partial,No,14-09-2002,Commercial,NoSeWa,Gravel,RH,4.8,2.8,4.4,4.04,705023,125337,15667180
P06740,Velachery,1904,08-06-2009,89,3.0,2.0,5,AbNormal,No,14-06-1985,Others,ELO,Paved,A,5.0,2.6,4.1,3.65,297667,170096,8504780
P01097,Chrompet,965,29-12-2012,92,1.0,1.0,3,Normal Sale,No,05-01-1986,Others,NoSewr ,Gravel,RM,3.8,4.3,3.9,4.03,250258,163630,9625300
P07071,KK Nagar,1376,05-03-2009,75,2.0,1.0,4,Partial,No,07-03-2003,Others,NoSeWa,Gravel,RM,3.3,4.6,2.5,3.37,435769,148558,9903840
P04801,Adyar,1072,28-06-2010,27,1.0,1.0,3,Normal Sale,Yes,03-07-1988,Others,NoSewr ,Gravel,RM,4.7,2.1,4.3,3.98,445304,152341,11718530
P02291,Adyar,700,30-10-2011,134,1.0,1.0,2,Family,Yes,02-11-1996,House,NoSewr ,Paved,RH,3.3,4.7,2.9,3.38,273943,76095,7609525
P06864,KK Nagar,1422,04-05-2009,9,2.0,1.0,4,Normal Sale,No,10-05-1986,Commercial,NoSewr ,Paved,RL,4.9,2.4,2.4,3.15,534346,236107,12426660
P03625,Adyar,1013,13-02-2011,153,1.0,1.0,3,AbNormal,Yes,18-02-1992,Others,NoSeWa,Paved,RM,4.6,3.1,3.5,3.75,410912,86508,10813485
P05238,Karapakkam,1399,04-04-2010,175,2.0,2.0,4,AdjLand,No,13-04-1972,Commercial,AllPub,No Access,RL,3.6,3.7,4.3,3.91,347792,86948,10868500
P07474,Velachery,1527,28-10-2008,43,2.0,1.0,4,Family,Yes,04-11-1983,Others,ELO,Gravel,C,3.6,2.3,2.1,2.57,330070,89208,8920800
P05908,Chrompet,1017,01-12-2009,111,1.0,1.0,3,Normal Sale,Yes,05-12-1995,Others,NoSeWa,No Access,RL,4.6,4.2,3.2,4.02,296185,138837,9255790
P06078,KK Nagar,1646,28-10-2009,60,2.0,1.0,4,Family,No,05-11-1979,House,AllPub,Paved,RM,3.4,3.6,4.5,3.9,479170,115001,9583400
P04903,Karapakkam,1149,07-06-2010,21,1.0,1.0,3,Family,No,14-06-1983,House,ELO,Paved,RH,4.0,4.1,3.3,3.75,276424,135141,6142750
P01815,KK Nagar,2254,03-02-2012,195,4.0,2.0,6,Partial,Yes,05-02-2004,Others,AllPub,Paved,RH,3.3,2.5,3.7,3.22,472266,99424,12428040
P03224,KK Nagar,1812,02-05-2011,196,3.0,2.0,5,Partial,No,03-05-2004,Commercial,AllPub,Paved,RL,3.4,3.8,3.7,3.64,699047,297467,14873340
P00045,Anna Nagar,1770,20-01-2015,49,1.0,1.0,4,Family,No,26-01-1989,Commercial,NoSeWa,Paved,RM,2.3,3.6,4.7,3.585,575501,377053,19844870
P08658,Adyar,654,02-10-2007,82,1.0,1.0,2,Normal Sale,No,07-10-1987,Commercial,ELO,Paved,I,4.1,4.3,4.4,4.29,328232,42081,8416200
P05312,Chrompet,1121,20-03-2010,127,1.0,1.0,3,AbNormal,No,25-03-1990,House,ELO,No Access,RM,4.0,4.1,4.9,4.31,281054,42584,8516800
P06616,Chrompet,1245,13-07-2009,26,2.0,1.0,4,Family,No,15-07-2001,Commercial,AllPub,Paved,RM,2.8,2.0,3.5,2.69,396538,58746,14686600
P06013,Adyar,791,10-11-2009,143,1.0,1.0,2,AbNormal,No,11-11-2004,House,NoSewr ,Paved,RH,4.7,2.8,4.0,3.97,264934,103030,7359275
P00851,T Nagar,1624,16-06-2013,98,1.0,1.0,4,Family,Yes,27-06-1970,Others,AllPub,Paved,RL,4.7,3.4,4.1,4.105,476436,211749,13234330
P02995,Adyar,674,17-06-2011,92,1.0,1.0,2,Normal Sale,No,26-06-1973,Others,ELO,Paved,RL,3.8,4.5,4.5,4.29,238018,14425,7212670
P09044,Chrompet,791,03-05-2007,156,1.0,1.0,2,Normal Sale,Yes,08-05-1986,House,NoSewr ,No Access,RM,2.7,5.0,2.8,3.65,248567,99427,8285550
P00037,Anna Nagar,1760,27-01-2015,34,1.0,1.0,4,Family,Yes,01-02-1995,Commercial,AllPub,Paved,RL,2.1,2.2,2.4,2.245,752815,345888,20346350
P08026,Anna Nagar,1597,17-05-2008,187,1.0,1.0,4,Partial,Yes,23-05-1987,House,ELO,Paved,RM,3.3,4.8,2.3,3.275,500563,75084,12514070
P00777,Anna Nagar,1671,30-07-2013,137,1.0,1.0,4,AdjLand,Yes,06-08-1987,House,NoSeWa,No Access,RL,2.6,5.0,2.8,3.28,465748,183848,12256520
P03837,Karapakkam,813,02-01-2011,99,1.0,1.0,2,AdjLand,No,13-01-1965,House,NoSewr ,Gravel,A,4.9,4.4,3.0,3.99,172118,96554,4198000
P00112,T Nagar,1710,06-12-2014,194,1.0,1.0,4,AbNormal,No,07-12-2008,Others,NoSewr ,Gravel,RL,2.6,4.6,3.2,3.37,373656,83035,13839120
P07408,KK Nagar,1614,20-11-2008,78,2.0,1.0,4,Family,No,24-11-1995,Others,NoSewr ,Gravel,RL,4.4,4.5,3.4,4.03,359882,257059,10282340
P04080,Karapakkam,1301,12-11-2010,59,1.0,1.0,3,Normal Sale,Yes,14-11-2003,Others,NoSewr ,Gravel,C,2.8,2.7,3.8,3.17,357283,71457,7939625
P07922,Adyar,619,24-06-2008,140,1.0,1.0,2,Normal Sale,Yes,03-07-1973,Others,ELO,No Access,RL,4.1,4.2,4.7,4.42,288117,51713,7387625
P03918,KK Nagar,1319,15-12-2010,129,1.0,1.0,3,AbNormal,No,22-12-1980,Others,NoSewr ,Paved,RH,3.2,3.1,3.0,3.09,375685,86095,7826780
P00331,Chrompet,931,30-06-2014,159,1.0,1.0,3,Normal Sale,No,08-07-1982,House,ELO,Paved,RM,4.0,3.3,4.1,3.75,252644,73348,8149800
P02496,Karapakkam,1649,23-09-2011,200,2.0,2.0,4,Partial,Yes,28-09-1991,Commercial,NoSewr ,Paved,RL,3.8,2.2,2.1,2.64,464240,185696,13264000
P03086,Chrompet,997,29-05-2011,40,1.0,1.0,3,Partial,No,30-05-2006,Others,NoSewr ,Gravel,RL,4.9,2.1,4.4,3.63,249578,27731,9243640
P02294,Karapakkam,1420,29-10-2011,30,2.0,2.0,4,AbNormal,No,30-10-2005,Others,NoSeWa,Gravel,RL,5.0,3.7,2.2,3.49,399608,217968,9082000
P03329,Velachery,1878,12-04-2011,18,3.0,2.0,5,Family,No,13-04-2005,Commercial,AllPub,Paved,C,5.0,2.6,4.8,3.86,573149,257917,14328720
P07626,KK Nagar,1733,17-09-2008,148,2.0,1.0,4,AbNormal,No,21-09-1993,Commercial,NoSeWa,Gravel,RL,2.9,4.5,4.9,4.18,709109,132958,14773100
P05652,Karapakkam,1654,17-01-2010,188,2.0,2.0,4,Normal Sale,No,24-01-1982,House,NoSeWa,No Access,RL,3.1,2.6,2.6,2.75,309099,75390,7539000
P02547,Adyar,1158,13-09-2011,188,1.0,1.0,3,Family,Yes,21-09-1979,Others,NoSewr ,Gravel,RH,3.6,2.1,3.2,3.1,385410,62499,10416480
P03778,Velachery,1722,12-01-2011,186,2.0,1.0,4,AbNormal,Yes,17-01-1991,Commercial,NoSewr ,Paved,A,3.8,4.1,4.3,4.09,524891,228799,13458750
P06653,Anna Nagar,1776,04-07-2009,41,1.0,1.0,4,Partial,Yes,13-07-1973,Others,NoSeWa,No Access,RH,4.0,4.8,3.1,3.84,309330,136105,12373200
P05766,Chrompet,913,26-12-2009,200,1.0,1.0,3,AbNormal,Yes,31-12-1990,Commercial,NoSewr ,Paved,RM,3.9,3.0,3.2,3.33,425471,154717,12893050
P01958,Karapakkam,1173,08-01-2012,143,1.0,1.0,3,Partial,No,13-01-1992,Commercial,ELO,Paved,A,3.9,2.3,3.9,3.42,356818,58256,7282000
P08530,T Nagar,1899,19-11-2007,22,2.0,1.0,5,AbNormal,Yes,29-11-1967,Commercial,AllPub,Paved,RM,4.0,2.3,4.7,3.89,802811,156102,22300300
P01799,Karapakkam,641,06-02-2012,121,1.0,1.0,2,Family,No,07-02-2007,House,AllPub,No Access,I,2.5,4.2,3.9,3.57,191531,93638,4256250
P09383,Velachery,1755,27-12-2006,78,2.0,1.0,4,AdjLand,Yes,31-12-1991,Commercial,AllPub,Gravel,A,4.7,2.3,3.1,3.14,511550,102310,14615700
P03170,Adyar,926,13-05-2011,175,1.0,1.0,3,AbNormal,No,22-05-1973,Commercial,NoSewr ,Paved,RM,2.3,3.8,4.0,3.45,369326,160041,12310870
P03684,Karapakkam,1221,31-01-2011,180,1.0,1.0,3,Normal Sale,Yes,02-02-2003,Others,NoSeWa,No Access,RL,2.5,3.0,4.3,3.37,255483,197793,8241375
P08598,Chrompet,1200,27-10-2007,69,1.0,1.0,3,Partial,Yes,30-10-1993,Others,NoSeWa,No Access,RM,4.3,2.1,2.6,2.91,257288,133790,10291500
P02620,Karapakkam,523,01-09-2011,148,1.0,1.0,2,AbNormal,Yes,10-09-1973,House,AllPub,Gravel,RM,3.0,4.2,4.0,3.76,295600,118240,7390000
P06466,Adyar,796,12-08-2009,68,1.0,1.0,2,AdjLand,Yes,15-08-1999,Commercial,ELO,No Access,C,2.4,3.9,4.4,3.7,389486,116846,9737150
P06339,KK Nagar,1337,11-09-2009,117,2.0,1.0,4,Normal Sale,Yes,17-09-1986,Others,AllPub,Paved,RH,2.0,4.6,3.6,3.42,465530,102417,9310600
P09179,Adyar,883,07-03-2007,2,1.0,1.0,3,Partial,No,11-03-1989,Others,ELO,Paved,C,4.8,3.0,3.7,3.89,216844,44644,6377770
P07620,Adyar,615,18-09-2008,98,1.0,1.0,2,AdjLand,Yes,25-09-1980,Others,ELO,Gravel,I,4.8,4.8,3.5,4.15,254124,69306,7700720
P01087,T Nagar,1580,05-01-2013,35,1.0,1.0,4,AdjLand,No,07-01-2005,Commercial,NoSeWa,Paved,RM,2.9,3.9,5.0,4.095,694318,154293,19286610
P01574,Adyar,1282,15-03-2012,183,2.0,2.0,4,Family,Yes,24-03-1979,House,NoSewr ,No Access,C,4.6,3.1,3.5,3.75,279170,103692,7976295
P06875,KK Nagar,1578,01-05-2009,99,2.0,1.0,4,Partial,Yes,06-05-1988,Others,AllPub,Paved,RL,2.7,4.4,3.8,3.65,396438,229517,10432580
P07488,Velachery,1630,24-10-2008,78,2.0,1.0,4,Partial,No,30-10-1984,House,AllPub,Gravel,A,4.6,4.6,2.6,4.0,283900,94633,7279480
P09429,Chrompet,951,11-12-2006,1,1.0,1.0,3,AbNormal,No,14-12-1993,Commercial,NoSeWa,No Access,RH,3.5,2.6,2.8,2.93,267887,123640,10303350
P00897,Anna Nagar,1995,15-05-2013,121,2.0,1.0,5,Family,Yes,21-05-1991,Others,NoSeWa,No Access,RH,5.0,2.9,2.2,3.355,543010,167080,13923340
P02209,Chrompet,1061,15-11-2011,177,1.0,1.0,3,Family,No,21-11-1985,Others,AllPub,Gravel,RL,3.5,2.8,4.5,3.52,300821,141010,9400670
P05328,Karapakkam,1647,16-03-2010,127,2.0,2.0,4,Family,Yes,20-03-1995,Others,AllPub,No Access,RM,2.8,4.6,4.2,3.9,471011,143351,10239375
P08076,Anna Nagar,1774,03-05-2008,7,1.0,1.0,4,Partial,Yes,14-05-1967,House,AllPub,Gravel,RM,4.6,2.7,4.8,4.205,441125,151637,13785170
P00006,Chrompet,1151,16-02-2015,7,1.0,1.0,3,Partial,No,21-02-1994,House,NoSewr ,Gravel,RH,4.9,3.0,3.1,3.6,217114,25052,8350550
P08805,Chrompet,947,12-08-2007,145,1.0,1.0,3,AbNormal,No,15-08-1995,House,NoSeWa,Gravel,RM,2.3,4.0,3.4,3.31,226515,90606,9060600
P02440,Karapakkam,1527,03-10-2011,8,2.0,2.0,4,Family,No,07-10-1994,House,NoSeWa,Paved,RH,3.5,4.4,4.4,4.13,365944,112024,7468250
P04200,Karapakkam,631,18-10-2010,62,1.0,1.0,2,Family,Yes,24-10-1987,Others,NoSeWa,Gravel,RH,2.2,2.3,2.9,2.51,287909,65434,6543375
P00583,Anna Nagar,1539,23-12-2013,105,1.0,1.0,4,AdjLand,No,02-01-1975,Commercial,ELO,Gravel,RL,3.3,2.6,4.3,3.525,593509,89926,17985130
P03524,Chrompet,1022,10-03-2011,37,1.0,1.0,3,AbNormal,No,19-03-1975,House,NoSeWa,Gravel,RL,3.3,2.2,2.8,2.71,214048,90559,8232600
P05944,Karapakkam,1633,23-11-2009,196,2.0,2.0,4,AbNormal,No,04-12-1964,Commercial,NoSeWa,No Access,RH,2.5,4.9,3.4,3.58,460605,235659,10711750
P01857,Karapakkam,1661,26-01-2012,58,2.0,2.0,4,Normal Sale,Yes,29-01-1997,Commercial,ELO,Paved,I,2.5,2.1,3.5,2.78,368678,98314,12289250
P09673,Velachery,2000,21-03-2006,130,3.0,2.0,5,AdjLand,No,01-04-1960,Commercial,NoSeWa,Paved,I,4.4,4.7,2.4,3.94,513698,211523,15108770
P07623,Chrompet,1238,17-09-2008,132,2.0,1.0,4,Normal Sale,No,26-09-1974,House,ELO,Paved,RM,3.3,4.1,2.6,3.41,299069,65421,9345900
P01891,Anna Nagar,1580,21-01-2012,43,1.0,1.0,4,Normal Sale,Yes,22-01-2006,Others,NoSewr ,Paved,RH,2.2,3.2,2.1,2.41,516425,219481,12910620
P07066,Chrompet,1163,07-03-2009,3,1.0,1.0,3,Partial,Yes,15-03-1978,Others,NoSeWa,Paved,RM,4.8,3.4,2.1,3.43,335090,104716,10471560
P01644,Adyar,1166,04-03-2012,49,1.0,1.0,3,Normal Sale,Yes,12-03-1980,Others,ELO,Gravel,RL,2.0,4.6,4.3,3.67,434069,55650,11129980
P08988,Adyar,1066,22-05-2007,179,1.0,1.0,3,Family,Yes,31-05-1968,Commercial,AllPub,No Access,I,3.4,4.5,3.5,3.67,404674,154728,11902185
P09358,Chrompet,1142,07-01-2007,131,1.0,1.0,3,AbNormal,Yes,09-01-1999,Others,NoSewr ,Gravel,RM,2.2,3.3,4.9,3.45,338069,128233,11657540
P00011,Chrompet,1006,12-02-2015,38,1.0,1.0,3,AbNormal,No,17-02-1993,House,ELO,Gravel,RH,5.0,2.1,3.5,3.39,218996,39107,7821300
P03041,Adyar,620,08-06-2011,181,1.0,1.0,2,Normal Sale,Yes,09-06-2006,Commercial,AllPub,No Access,A,2.6,3.3,2.1,2.49,282291,114442,7629475
P00128,Anna Nagar,1572,23-11-2014,113,1.0,1.0,4,Normal Sale,Yes,01-12-1980,House,NoSeWa,No Access,RL,3.8,3.4,5.0,4.18,309093,206062,11447880
P04497,Adyar,635,20-08-2010,134,1.0,1.0,2,Partial,No,30-08-1970,House,ELO,Gravel,RH,3.1,4.5,2.0,2.83,210032,36005,6000900
P00152,Anna Nagar,1650,07-11-2014,16,1.0,1.0,4,AdjLand,Yes,17-11-1975,Others,AllPub,Gravel,RM,3.7,4.3,4.6,4.21,541166,150324,15032380
P03728,Chrompet,844,23-01-2011,116,1.0,1.0,3,Partial,Yes,28-01-1990,Others,NoSeWa,Gravel,RM,3.2,4.1,3.0,3.5,322312,156272,9767030
P01116,Anna Nagar,1837,14-12-2012,66,2.0,1.0,5,AdjLand,Yes,25-12-1969,Commercial,AllPub,Gravel,RM,2.3,3.5,4.9,3.64,673952,314511,22465060
P00411,Chrompet,934,06-05-2014,3,1.0,1.0,3,Family,Yes,12-05-1991,House,ELO,Gravel,RH,5.0,3.3,2.7,3.63,211726,118567,8469050
P00253,Chrompet,951,23-08-2014,96,1.0,1.0,3,Normal Sale,No,31-08-1980,Commercial,NoSeWa,No Access,RH,4.0,4.7,2.2,3.74,310964,30093,10031100
P00098,Chrompet,806,13-12-2014,57,1.0,1.0,3,Normal Sale,Yes,14-12-2008,Commercial,ELO,Paved,RM,4.3,5.0,4.8,4.73,332373,147721,12310100
P00182,Anna Nagar,1672,14-10-2014,132,1.0,1.0,4,AbNormal,Yes,18-10-1997,Others,NoSewr ,Paved,RM,3.6,3.7,3.1,3.425,521203,231646,14477850
P07988,Anna Nagar,1853,30-05-2008,142,2.0,1.0,5,Normal Sale,No,08-06-1972,Commercial,ELO,Paved,RM,3.5,3.4,2.5,3.075,759431,389978,20525170
P00865,T Nagar,1894,08-06-2013,187,2.0,1.0,5,Partial,Yes,19-06-1968,House,NoSewr ,Gravel,RL,2.0,3.7,4.4,3.505,406478,162591,13549250
P03303,Karapakkam,1657,17-04-2011,76,2.0,2.0,4,Partial,Yes,21-04-1992,Commercial,NoSeWa,Paved,RH,2.6,5.0,4.8,4.2,446539,293440,12758250
P08832,Chrompet,1184,01-08-2007,105,1.0,1.0,3,Partial,Yes,07-08-1980,Commercial,NoSeWa,No Access,RM,3.5,4.3,2.2,3.43,429680,166328,13860650
P02979,Karapakkam,829,19-06-2011,53,1.0,1.0,2,Partial,Yes,29-06-1969,House,ELO,No Access,C,4.2,4.0,2.5,3.46,159680,43912,3992000
P03502,Adyar,1271,15-03-2011,95,2.0,2.0,4,AbNormal,No,18-03-1999,Others,NoSeWa,Gravel,C,2.0,2.6,5.0,3.62,322916,129167,9226180
